夢	ゆめ	dream	
差し上げる	さしあげる	give (humble)	
動画	どうが	animation; motion picture; moving image; video; in-betweening (in anime)	
畏まりました	かしこまりました	Certainly. (accepting an order or request)	
待たせる	またせる	keep (someone) waiting	
基本的	きほんてき	fundamental; standard; basic	
めまい	めまい	dizziness; giddiness; vertigo	
出張	しゅっちょう	business trip; official tour	
プール	プール	pool	
工場長	こうじょうちょう	factory (works) manager	
開ける	あける	to open	
寒い	さむい	cold (air, weather)	
所	ところ	place	
乗る	のる	to ride; board	
灰色	はいいろ	ash color; gray	
米	こめ	rice (raw)	
コピーを取る	コピーをとる	make a photocopy	
都合が悪い	つごうがわるい	inconvenient	
嘘	うそ	lie	
巻きす	まきす	"sushi mat" (bamboo mat used in food preparation, especially to roll makizushi)	
携帯	けいたい	cell phone; portable; carry	
ところが	ところが	but; on the contrary...	
である	である	to be (formal, literary)	
高速道路	こうそくどうろ	freeway; highway	
富士山	ふじさん	Mt. Fuji	
十二分	じゅうにふん	twelve minutes	
普通	ふつう	normal; regular; general; ordinary	
賑やか	にぎやか	lively; exciting	
授業料	じゅぎょうりょう	tuition fee	
小学校	しょうがっこう	elementary school; primary school	
興味	きょうみ	interest (in something)	
氷	こおり	ice	
お茶	おちゃ	tea	
京都	きょうと	Kyoto	
別に	べつに	(not) particularly; separately; apart	
調べる	しらべる	investigate; check	
此の位	このぐらい	about this much	
居る	いる	to be; to exist (person); to stay at...	
盛大	せいだい	grand; prosperous; magnificent	
易しい	やさしい	easy; simple	
井戸	いど	water well	
出身	しゅっしん	person's origin	
一昨年	おととし, いっさくねん	the year before last	
喧嘩	けんか	fight; quarrel; brawl	
授業中に	じゅぎょうちゅうに	in class; during the class	
黒	くろ	black	
家具	かぐ	furniture	
急行	きゅうこう	moving at high speed; express (e.g. train that bypasses many stations)	
失礼します	しつれいします	Excuse me.; I must be going now.	
野球	やきゅう	baseball	
どの位	どのぐらい	how much (long, far, etc.)	
為さる	なさる	to do (honorific)	
演奏	えんそう	musical performance	
轢く	ひく	to run over	
全部	ぜんぶ	all; wholly; all in all	
玄関	げんかん	entranceway; front door; area where shoes are kept	
間に合う	まにあう	to be in time for; to serve the purpose	
登る	のぼる	climb; mount; ascend	
旅館	りょかん	Japanese inn	
～側	～がわ	side	
蜻蛉	とんぼ, とんぼう, せいれい	dragonfly; damselfly	
鼻	はな	nose	
図書館	としょかん	library	
汚い	きたない	dirty	
親戚	しんせき	a relative	
刺す	さす	stab; prick; sting	
仲がいい	なかがいい	be on good terms; get along well	
便秘	べんぴ	constipation	
おじゃまします	おじゃまします	Thank you (for allowing me to come in)	
二十	にじゅう	20	
盆踊り	ぼんおどり	Bon Festival dance	
音	おと,ね	sound; noise	
約	やく	approximately; about	
文句	もんく	complaint; phrase	
画面	がめん	screen	
雰囲気	ふんいき	atmosphere; mood	
育てる	そだてる	to bring up; to raise; to breed; to train	
津波	つなみ	tsunami; tidal wave	
煩い	うるさい	noisy; bothersome	
今度	こんど	this time; next time; one of these days	
とにかく	とにかく	in any case; anyway	
体温計	たいおんけい	thermometer	
最高	さいこう	maximum; supreme	
餃子	ぎょうざ	Chinese dumpling	
直訳	ちょくやく	literal translation; direct translation	
英会話	えいかいわ	English conversation	
そんな	そんな	such; that kind of	
政治	せいじ	politics	
切手	きって	postage stamp	
迎えに行く	むかえにいく	go to pick someone up	
ライオン	ライオン	lion	
胡麻	ごま	sesame (seeds)	
運ぶ	はこぶ	to carry; to transport; to move	
イカ	イカ	squid; cuttlefish	
粉	こな,こ	powder; flour	
洞窟	どうくつ	cave	
氷山	ひょうざん	iceberg	
会話	かいわ	conversation	
勘弁	かんべん	pardon; forgiveness; forbearance	
二人ずつ	ふたりずつ	couple	
お疲れ様でした	おつかれさまでした	Thanks for the hard work; That's enough for today	
埋め合わせ	うめあわせ	compensation	
参る	まいる	go; come; be defeated; collapse; be annoyed; visit (shrine; grave)	
授業	じゅぎょう	class; lesson; classwork	
看護士	かんごし	(male) nurse	
後	ご	after (usually suffix)	
仕舞う	しまう	to finish; to put away	
おや	おや	Oh!; Good heavens!	
近所	きんじょ	neighborhood	
選挙	せんきょ	election	
お元気ですか	おげんきですか	How are you? (literally: Are you well)?	
鳥	とり	bird	
次	つぎ	next	
釣り	つり	fishing; angling; change (money)	
男の人	おとこのひと	man	
人形	にんぎょう	doll	
御苦労様	ごくろうさま	thank you very much for your..., I appreciate your efforts	
太陽	たいよう	sun	
嵐	あらし	storm	
研究	けんきゅう	research; study	
ゆっくり	ゆっくり	slowly	
目茶苦茶	めちゃくちゃ	in a mess; terrible	
季節外れ	きせつはずれ	unseasonable; out of season	
道理で	どうりで	indeed; it's no wonder	
追加	ついか	addition; supplement; append	
五	ご	five	
是非	ぜひ	by all means; at any cost	
電話をかける	でんわをかける	to make a phone call	
成績	せいせき	results; record; grades	
御父さん	おとうさん	father (honorific)	
女優	じょゆう	actress	
夏休み	なつやすみ	summer vacation	
悲劇的	ひげきてき	tragic	
北	きた	north	
豚肉	ぶたにく	pork; hog meat	
鯉	こい	common carp; koi carp	
家事	かじ	housework; domestic duties	
顔	かお	face	
御苦労	ごくろう	trouble (I have put you through)	
似る	にる	resemble; be alike	
神様	かみさま	god; the divine	
妹	いもうと	younger sister	
紙	かみ	paper	
尋ねる	たずねる	to inquire; to search for	
狐	きつね	fox	
雲	くも	cloud	
只	ただ	ordinary; usual; free of charge; as is; safe; only; merely; simply; but; however	
予習	よしゅう	preparation; previewing (a lesson)	
毛虫	けむし	hairy caterpillar; woolly bear; pest; nudnik (nudnick)	
化粧	けしょう	make up; put on makeup	
言い出す	いいだす	begin to speak	
夜	よる,よ	night; evening	
タイヤ	タイヤ	tire	
規則	きそく	rules; regulations	
傍	そば	near; beside	
市民病院	しみんびょういん	municipal hospital	
鹿	しか	deer (esp. the sika deer, Cervus nippon)	
地下	ちか	basement; underground	
熱がある	ねつがある	have a fever	
投げる	なげる	to throw; to abandon	
庭	にわ	garden; court	
運転	うんてん	drive	
電気	でんき	electricity; electric light	
注意	ちゅうい	attention; care; watch out	
大人	おとな	adult	
知りません	しりません	I do not know	
止める	やめる	to stop (doing something); quit; give up	
四つ	よっつ	four (things)	
梅雨	つゆ,ばいう	rainy season	
喫茶店	きっさてん	café; coffee shop;  tearoom	
泳ぐ	およぐ	swim	
離婚	りこん	divorce	
ボール	ボール	ball	
畑	はたけ	field; vegetable garden	
泉	いずみ	spring; fountain	
比べる	くらべる	compare; contrast	
先発	せんぱつ	forerunner; advance party; going on ahead; starting	
小説	しょうせつ	novel; story	
宿題	しゅくだい	homework	
付け加える	つけくわえる	to add one thing to another	
反対	はんたい	opposition; contrast; opposite	
胸	むね	chest (body)	
発表	はっぴょう	announcement; publication	
受ける	うける	to receive; to get; to catch (e.g. a ball); to be struck by (wind, waves, sunlight, etc.); to take (a test, an interview); to accept	
山葵	わさび	wasabi; Japanese horseradish	
馬鹿にする	ばかにする	insult; make a fool of	
飼う	かう	raise (a pet); keep	
桜の木	さくらのき	cherry tree	
餅	もち	rice cake	
持つ	もつ	to hold; to possess	
外	そと	outside; exterior	
指定席	していせき	reserved seat	
十四	じゅうし,じゅうよん	fourteen	
点く	つく	to be lit (e.g. electricity comes on); to catch fire	
甘い	あまい	sweet	
送る	おくる	to send (a thing); to dispatch; to escort (a person somewhere); to see off; to bid farewell	
遠慮	えんりょ	reserve; hesitation; forethought	
言い訳	いいわけ	apology; excuse	
肉まん	にくまん	manju (steamed bun) with meat filling	
寄る	よる	to visit; to drop in; to approach	
肩	かた	shoulder	
御先	おさき	going before; the future	
道路	どうろ	road; street	
知る	しる	to know	
通う	かよう	go to and from; frequent a place	
髭	ひげ	moustache; beard	
細い	ほそい	thin; slender	
感動	かんどう	emotion; impression	
一日	いちにち	one day	
嬉しい	うれしい	happy; glad	
選ぶ	えらぶ	choose; elect	
花粉症	かふんしょう	pollen allergy	
怪我	けが	injury	
食堂	しょくどう	dining hall; cafeteria	
回数券	かいすうけん	book of tickets	
召し上がる	めしあがる	eat; drink (honorific)	
誤る	あやまる	make a mistake	
日本	にほん, にっぽん	Japan	
時刻	じこく	clock time; time of day	
立派	りっぱ	splendid; handsome; elegant; prominent; legitimate	
信じられない	しんじられない	Unbelievable!	
一時的	いちじてき	temporary	
拾う	ひろう	pick up; find	
ばつ	ばつ	circumstances or condition, esp. compared to that of another; x-mark (in a test)	
円い	まるい	round; spherical; harmonious	
貸す	かす	to lend; to loan	
バス停	バスてい	bus stop	
温かい	あたたかい	warm; mild; genial	
旅行する	りょこうする	to travel	
瞬間	しゅんかん	instant; moment	
十七分	じゅうななふん	seventeen minutes	
サボる	サボる	cut classes	
子	こ	child; kid	
力仕事	ちからしごと	physical labor	
喋る	しゃべる	chat; talk	
烏	カラス	crow; raven	
背が低い	せがひくい	short (person)	
間違える	まちがえる	to make a mistake; to confuse	
野球選手	やきゅうせんしゅ	baseball player; ballplayer	
人	ひと	person	
無くす	なくす	lose; get rid of	
回る	まわる	to turn; to revolve	
速い	はやい	fast	
移る	うつる	to move; to shift	
乗り遅れる	のりおくれる	to miss (train, bus, etc.)	
随分	ずいぶん	very; extremely	
切る	きる	to cut; to cut through	
代わり	かわり	substitution	
のんびり	のんびり	carefree; at leisure	
お手洗い	おてあらい	restroom; toilet; bathroom	
興味がある	きょうみがある	be interested in	
工学	こうがく	engineering	
頂く	いただく	to receive; to eat; to drink (humble)	
牛	うし	cow; cattle	
勿論	もちろん	of course; no doubt	
湖	みずうみ	lake	
敬語	けいご	honorific language; polite speech	
詰まり	つまり	in short; basically; that is to say...	
六つ	むっつ	six (things)	
離れる	はなれる	to be separated from; to leave	
便利	べんり	convenience; handiness	
お勘定をお願いします	おかんじょうをおねがいします	May I have the check, please?	
交差点	こうさてん	crossing; intersection	
分ける	わける	divide into parts; sort; share	
遅く	おそく	(do something) late	
編む	あむ	knit	
可愛い	かわいい	cute; charming; sweet	
母	はは	mother	
高校生	こうこうせい	high school student	
駅	えき	station	
短い	みじかい	short (length)	
コロッケ	コロッケ	croquette	
刺身	さしみ	sashimi (sliced raw fish)	
枝豆	えだまめ	edamame (green soybeans)	
東	ひがし	east	
アジア研究	アジアけんきゅう	Asian studies	
覚える	おぼえる	memorize; remember; learn	
丘	おか	hill; slope	
お米	おこめ	rice	
使えません	つかえません	Can't be used	
戻る	もどる	to return (to a place); turn back	
今日中に	きょうじゅうに	by the end of today	
禿げる	はげる	to lose hair	
落とす	おとす	to drop; to lose; to remove	
荷物	にもつ	baggage; load	
事務所	じむしょ	office; one's place of business	
蜜柑	みかん	tangerine; mandarin orange	
保険に入る	ほけんにはいる	buy insurance	
受付	うけつけ	receptionist; information desk	
教科書	きょうかしょ	textbook; schoolbook	
始め	はじめ	beginning; origin	
ご存じ	ごぞんじ	know (honorific)	
残念	ざんねん	regret; bad luck; disappointment	
～番	～ばん	number (in a series); (one's) turn; guard; lookout; match (sumo)	
お宅	おたく	somebody's house (polite expression)	
二人	ふたり	two people	
～台	～だい	counter for cars and machines	
蟻	あり	ant	
勉強する	べんきょうする	to study	
五百	ごひゃく, いお	five hundred; many	
落ち込む	おちこむ	get depressed	
三日	みっか	three days; third of the month	
学割	がくわり	student discount	
お腹	おなか	stomach	
静か	しずか	quiet; tranquil	
直ぐに	すぐに	instantly; immediately; right away; at once	
かっこいい	かっこいい	cool; great-looking	
変	へん	strange; weird; change	
お休みになる	おやすみになる	sleep (honorific)	
自由席	じゆうせき	non-reserved seat	
再来週	さらいしゅう	the week after next	
直る	なおる	to be repaired; to be returned to normal	
～階	～かい	floor (of a building)	
日本語	にほんご	Japanese language	
一緒	いっしょ	together	
五才	ごさい	five years old	
石鹸	せっけん	soap	
お嬢さん	おじょうさん	daughter; young lady	
掏る	する	pick someone's pocket	
気温	きおん	atmospheric temperature	
綺麗	きれい	beautiful; lovely; clean	
空港	くうこう	airport	
冷蔵庫	れいぞうこ	refrigerator	
真っ直ぐ	まっすぐ	dead straight; honestly	
簡単	かんたん	simple; easy	
縦	たて	vertical; length; height	
要る	いる	to need; to require	
セーター	セーター	sweater; pullover	
意地悪	いじわる	malicious; ill-tempered; unkind	
ていねいな言い方	ていねいないいかた	polite expression	
通り	とおり	avenue; street	
名刺	めいし	business card; calling card	
話をする	はなしをする	have a talk	
旅行	りょこう	travel; trip	
遅刻	ちこく	tardiness; lateness	
先輩	せんぱい	senior; superior	
格好いい	かっこいい	good looking; "cool"	
寿司	すし	sushi	
其処	そこ	there	
鋭い	するどい	pointed; sharp	
間	あいだ	space or time (between); gap; interval; distance; span	
お寺	おてら	temple (honorific)	
着る	きる	to wear (on upper body); put on	
夕食	ゆうしょく	dinner; supper	
安全	あんぜん	safety; security	
毎晩	まいばん	every evening	
十万	じゅうまん	one hundred thousand	
本	ほん	book; volume; counter for long things	
嘘を吐く	うそをつく	tell a lie	
また後で	またあとで	see you later	
週末	しゅうまつ	weekend	
木曜日	もくようび	Thursday	
目覚まし時計	めざましどけい	alarm clock	
会社員	かいしゃいん	company employee	
河	かわ	river; stream	
発音	はつおん	pronunciation	
御免下さい	ごめんください	May I come in?	
家内	かない	(my) wife	
来学期	らいがっき	next semester	
吐きました	はきました	I threw up	
奢る	おごる	to treat (someone)	
曇る	くもる	become cloudy	
相手	あいて	partner; other person; opponent (game)	
弱い	よわい	weak; frail	
皆で	みんなで	everybody together	
浴衣	ゆかた	yukata; informal summer kimono	
眼鏡をかける	めがねをかける	to wear glasses	
痴漢	ちかん	molester; pervert	
宜しかったら	よろしかったら	if it is okay (polite)	
文学	ぶんがく	literature	
会社	かいしゃ	company; corporation	
大好き	だいすき	to love; like a lot	
四日	よっか	four days; fourth of the month	
厳しい	きびしい	strict; severe; intense	
御菓子	おかし	sweets; snacks	
林檎	りんご	apple	
女の子	おんなのこ	girl; daughter	
美味しい	おいしい	tasty	
卒業	そつぎょう	graduation	
新幹線	しんかんせん	Shinkansen; Bullet Train	
留学	りゅうがく	studying abroad	
航空便でお願いします	こうくうびんでおねがいします	Air mail, please	
其方	そちら	that place/way/person there	
便	びん	mail; flight	
案内	あんない	information; leading; to guide	
そうして	そうして	and; like that	
お湯が沸く	おゆがわく	water boils	
殆ど	ほとんど	almost; hardly	
お湯	おゆ	hot water	
頭がいい	あたまがいい	smart; clever	
お世話になる	おせわになる	receive favor; be indebted; be grateful	
賛成です	さんせいです	I agree	
自動車	じどうしゃ	automobile	
村	むら	village	
まっすぐ行く	まっすぐいく	go straight	
添削	てんさく	correction	
遠い	とおい	far; distant	
分かる	わかる	to understand	
乾杯	かんぱい	Cheers!; a toast	
季節	きせつ	season	
明ける	あける	to dawn; to grow light	
払う	はらう	to pay; to brush off; to dispose of	
趣味	しゅみ	hobby; interest	
読む	よむ	to read	
浮かぶ	うかぶ	float	
石	いし	stone; small rock	
植物	しょくぶつ	plant; vegetation	
貰う	もらう	receive	
東京	とうきょう	Tokyo	
ではお元気で	ではおげんきで	take care; be well; farewell	
売店	ばいてん	shop; stand	
散歩	さんぽ	walk; stroll	
梅雨明け	つゆあけ	end of the rainy season	
橋	はし	bridge	
お八つ	おやつ	snack; refreshment　(usually said by children)	
蜘蛛	くも	spider	
鳴る	なる	to sound; to ring; to roar	
申す	もうす	to be called; to say (humble)	
歩道橋	ほどうきょう	pedestrian bridge	
冗談でしょう	じょうだんでしょう	You must be kidding!	
電子メール	でんしメール	e-mail	
暑い	あつい	hot (weather); warm	
百五十円になります	ひゃくごじゅうえんになります	It will be 150 yen.	
波	なみ	wave; fluctuations	
駄目	だめ	useless; no good; hopeless; no	
風邪	かぜ	cold (sickness)	
確かに	たしかに	certainly; definitely	
お先に失礼します	おさきにしつれいします	excuse me for leaving early (used when leaving a workplace)	
入れる	いれる	to put in; to insert	
配る	くばる	hand out; distribute; allot	
～枚	～まい	counter for flat things (pieces of paper, shirts, coins, etc.)	
涼しい	すずしい	cool (weather); refreshing	
真面目	まじめ	serious; sober; earnest	
いろいろな所	いろいろなところ	various places	
休み	やすみ	rest; holiday; absence	
やばい	やばい	dangerous; risky; awful (young persons' slang); terrible; crap; amazing; cool	
太っています	ふとっています	is fat	
中学校	ちゅうがっこう	junior high school; middle school	
多分	たぶん	probably; perhaps	
開く	ひらく	to open (doors, business, eyes, etc.); to be open; be available; to be empty	
壊れる	こわれる	to be broken; to break	
呉れる	くれる	to give; to let one have; to do for one; to be given (from the receiver's point of view)	
締め切り	しめきり	cut-off; deadline; No Entrance	
差す	さす	to pour (drink); to raise (hands, umbrella)	
だいたい同じです	だいたいおなじです	More or less the same	
～時間	～じかん	... hours	
素敵	すてき	lovely; nice	
半	はん	half (usually suffix); odd number	
木の下	このした, このもと	under a tree	
船	ふね	ship; boat; vessel	
痩せる	やせる	to lose weight; to become thin	
皆	みんな	everybody; everything	
月	つき	moon; month	
危ない	あぶない	dangerous; uncertain	
教科書を閉じてください	きょうかしょをとじてください	Please shut the textbook	
文字	もじ	character; letter	
手伝う	てつだう	help; assist	
人力車	じんりきしゃ	rickshaw; jinrikisha	
見落とす	みおとす	miss; fail to notice	
現れる	あらわれる	to appear; to come in sight; to become visible; to come out; to materialize; to be expressed (e.g. emotions); to become apparent (e.g. trends, effects); to emerge	
作品	さくひん	work of art; piece	
君	くん	suffix for names of friends, subordinates, etc.	
偶に	たまに	occasionally; once in a while	
～度	～ど	degrees; times	
優しい	やさしい	gentle; kindhearted	
昼ご飯	ひるごはん	lunch	
事	こと	thing; matter; circumstances	
そんな事はない	そんなことはない	I don't think so.	
外国	がいこく	foreign country	
正午	しょうご	noon; noontime	
咲く	さく	to bloom	
思い出	おもいで	memory; recollections	
留守番電話	るすばんでんわ	answering machine	
雑誌	ざっし	magazine; journal	
捨てる	すてる	to throw away; to cast away; to dump; to discard; to abandon	
工場	こうじょう	factory; plant	
生活	せいかつ	life; living	
帰る	かえる	return (home); go back	
吸う	すう	inhale; suck	
厚い	あつい	thick; bulky; kind; cordial; shameless	
今日はこれで終わります	きょうはこれでおわります	That's all for today	
生まれる	うまれる	to be born	
ホワイトデー	ホワイトデー	White Day	
低い	ひくい	low (height, tone, rank, degree, cost, etc.);  short	
虹	にじ	rainbow	
姉	あね	older sister	
プロジェクト	プロジェクト	project	
特に	とくに	particularly; especially; specifically	
晴れ	はれ	fine weather; clear sky	
理由	りゆう	reason	
雨がやむ	あめがやむ	the rain stops	
申し訳ありません	もうしわけありません	You have my apologies.	
過ごす	すごす	pass/spend (time)	
航空便	こうくうびん	airmail	
往復切符	おうふくきっぷ	round-trip ticket; return ticket	
緑	みどり	green; foliage	
参った	まいった	I'm beaten; I give up	
道の右側	みちのみぎがわ	right side of the street	
紹介	しょうかい	introduction; presentation; referral; listing	
紅茶	こうちゃ	black tea	
捕まる	つかまる	be caught; be arrested	
角	かど	corner; edge; angle	
蝉	せみ	cicada; locust	
ごきぶり	ごきぶり	cockroach	
温い	ぬるい	tepid; lukewarm	
何度も	なんども	many times	
働く	はたらく	to work	
写真	しゃしん	photograph	
止まる	とまる	to stop; to come to a halt	
けち	けち	stingy; miser	
先ず	まず	first; first of all	
時計	とけい	clock; watch	
面白い	おもしろい	interesting; amusing	
とんでもない	とんでもない	unthinkable; outrageous	
見ているだけです	みているだけです	Just looking	
感じる	かんじる	to feel; to sense; to experience	
力	ちから	strength; power	
鷹	たか	falcon; hawk	
駱駝	らくだ	camel	
漫画	まんが	manga; comics	
土曜日	どようび	Saturday	
踊る	おどる	dance	
夕方	ゆうがた	evening; dusk	
絵	え	picture; painting; drawing	
ちょっと待って下さい	ちょっとまってください	Please wait a moment	
記念日	きねんび	holiday; anniversary	
誰か	だれか	someone	
長い	ながい	long	
一号車	いちごうしゃ	car number one	
間違い	まちがい	mistake; error	
死ぬ	しぬ	to die	
良い	いい, よい	good	
する価値があります	するかちがあります	worth doing	
怖い	こわい	scary, frightening, eerie, dreadful	
東京駅	とうきょうえき	Tokyo station	
どんな	どんな	what kind of ...	
出発時間	しゅっぱつじかん	starting (departure) time	
隣	となり	next to; neighboring house	
黒い	くろい	black	
二日酔い	ふつかよい	hangover	
壊す	こわす	to break; to destroy; to smash	
側	そば	near, close, beside, by the side of	
そっち	そっち	that place/way/person there (informal)	
空手	からて	karate; empty hand	
着く	つく	to arrive at; to reach	
捕まえる	つかまえる	to arrest; to catch; to seize	
急ぐ	いそぐ	to hurry; hasten	
初心者	しょしんしゃ	beginner	
曲がる	まがる	to bend; to turn; to curve	
辞書形	じしょけい	dictionary form	
一生懸命	いっしょうけんめい	with all one's might; with utmost effort; very hard	
後で	あとで	afterwards	
急	きゅう	urgent; dire; pressing	
奇麗	きれい	beautiful, pretty, neat	
背が高い	せがたかい	tall	
小野	おの	Ono (family name)	
冬休み	ふゆやすみ	winter vacation	
期末試験	きまつしけん	final exam	
広告	こうこく	public notice; advertisement	
不愉快	ふゆかい	unpleasant; disagreeable	
出席	しゅっせき	attendance; presence	
朝御飯	あさごはん	breakfast	
中学生	ちゅうがくせい	junior high school student	
洗う	あらう	to wash	
予約	よやく	reservation; appointment	
六才	ろくさい	six years old	
箱	はこ	box; case	
ジュース	ジュース	juice; soft drink	
下手	へた	not good at	
乗り換え	のりかえ	change; transfer	
先週	せんしゅう	last week	
番線	ばんせん	track number	
数学者	すうがくしゃ	mathematician	
問題	もんだい	problem; question	
テーブル	テーブル	table	
空	そら	sky; the heavens	
磨く	みがく	to polish; to shine; to brush (e.g. teeth)	
辛い	からい	spicy; salty; bitter; strict	
調子	ちょうし	tone; condition	
火	ひ	fire	
割る	わる	divide; crack; split	
洋服	ようふく	Western clothes	
門	もん	gate	
夫婦	ふうふ	husband and wife; married couple	
勉強になりました	べんきょうになりました	I learned a lot (thank you)	
丸	まる	circle or sphere; wholeness	
かまいません	かまいません	no problem; I don't mind	
パン粉	パンこ	bread crumbs	
閉まる	しまる	to be shut; to be closed	
音楽	おんがく	music	
住む	すむ	to live; reside	
公園	こうえん	park; public garden	
鷲	わし	eagle	
往復	おうふく	going and returning; round trip	
ホームシック	ホームシック	homesickness	
御母さん	おかあさん	mother	
冷たい	つめたい	cold (thing); unkind (person)	
蛇	へび	snake; serpent; hard drinker	
明日	あした, あす, みょうにち	tomorrow	
たばこを吸う	たばこをすう	smoke (cigarettes)	
百万	ひゃくまん	one million	
御飯	ごはん	cooked rice; meal	
話	はなし	talk; conversation; story	
増える	ふえる	to increase; to accrue	
注文	ちゅうもん	order; request	
掃除	そうじ	cleaning	
元気がない	げんきがない	don't look well	
門限	もんげん	closing time; lockup; curfew	
定価	ていか	fixed price	
博物館	はくぶつかん	museum	
幾ら	いくら	how much	
肴	さかな	appetizer or snack served with drinks; performance to liven up a bar	
近く	ちかく	near; close to; shortly; soon	
ご馳走	ごちそう	feast; treat; delicacies	
どちらかと言うと	どちらかというと	if pushed I'd say; if I had to say then	
今週	こんしゅう	this week	
座る	すわる	to sit; to squat; to assume (a position)	
～がる	～がる	to feel; to behave as if one were	
くしゃみが出ます	くしゃみがでます	I sneeze	
箸	はし	chopsticks	
混ぜる	まぜる	to mix; to stir; to blend	
野原	のはら	field; plain	
服	ふく	clothes	
～歳	～さい	years old	
北口	きたぐち	north entrance	
名詞	めいし	noun	
息子さん	むすこさん	son (respectful)	
金髪	きんぱつ	blond; blonde	
～と申します	～ともうします	my name is...	
二三日	にさんにち	two to three days	
失礼しました	しつれいしました	Excuse me; I am very sorry	
相変わらず	あいかわらず	as usual; as before; the same	
平日	へいじつ	weekday	
片仮名	かたかな	katakana	
主人	しゅじん	head of household; master; husband; shop owner	
苦手	にがて	poor (at); weak (in); not very good (at); dislike (of)	
～冊	～さつ	counter for books, volumes, etc.	
皮膚科	ひふか	dermatology	
戴きます	いただきます	expression of gratitude before meals	
大学院生	だいがくいんせい	graduate student	
併し	しかし	however; but	
消防士	しょうぼうし	firefighter	
疲れる	つかれる	get tired; become fatigued	
如何	いかが	how; what	
蟷螂	かまきり	praying mantis	
干物	ひもの	dried food; dried fish	
皆さん	みなさん	everybody; ladies and gentlemen	
確か	たしか	certain; sure; definite; if I remember correctly	
勉強	べんきょう	study	
照る	てる	shine; be fine	
小包	こづつみ	parcel; package	
願う	ねがう	to wish; to ask a favor; to apply for	
大使館	たいしかん	embassy	
照り焼き	てりやき	teriyaki (meat or fish marinated in sweet soy sauce and broiled)	
果物	くだもの	fruit	
同じ	おなじ	same; identical	
動く	うごく	to move	
一昔	ひとむかし	ages; long time; decade; the past ten years	
言葉	ことば	word; language	
歌舞伎	かぶき	kabuki; Japanese classical play	
何故	なぜ	why; for what reason	
起きる	おきる	get up; get out of bed; occur (event)	
交番	こうばん	police box	
式場	しきじょう	ceremonial hall; place of ceremony (e.g. marriage)	
親切	しんせつ	kind; friendly	
そろそろ失礼します	そろそろしつれいします	It's almost time to leave now.	
冗談	じょうだん	joke	
到着時刻	とうちゃくじこく	arrival time	
出す	だす	to take out; to get out; to send (e.g. letter); to hand in	
実は	じつは	as a matter of fact; frankly	
御休みなさい	おやすみなさい	good night	
暖かい	あたたかい	warm	
八万	はちまん, やよろず	eighty thousand; many	
色々	いろいろ	various	
下	した	under; below	
左に曲がる	ひだりにまがる	to turn to the left	
切符売り場	きっぷうりば	ticket window; box office; ticket	
大嫌い	だいきらい	hate	
と言うか	というか	or perhaps I should say; or, how should I put it,....	
終電	しゅうでん	last train	
えびフライ	えびフライ	shrimp, breaded and deep-fried	
降る	ふる	fall (i.e. rain/snow); come down; precipitate	
金色	きんいろ	golden color	
地図	ちず	map; atlas	
此方	こちら	this place/way/person here	
こちらこそ	こちらこそ	It is I who should say so; Thank you	
中止	ちゅうし	suspension, stoppage, discontinuance, interruption	
汚れる	よごれる	to become dirty	
身長	しんちょう	stature; height	
どうぞ	どうぞ	please; ok; Here it is	
込む	こむ	to be crowded; to be congested	
蝶	ちょう	butterfly	
プレゼント	プレゼント	present; gift	
字	じ	character; letter	
おじさん	おじさん	uncle; mister	
ペン	ペン	pen	
留守番	るすばん	caretaking; caretaker	
減る	へる	to decrease (in size or number); to diminish; to abate	
羊	ひつじ	sheep	
分野	ぶんや	field; sphere	
今月	こんげつ	this month	
単語	たんご	word; vocabulary; (usually) single character word	
野菜	やさい	vegetable	
お客さん	おきゃくさん	guest; client; customer (honorific)	
風呂	ふろ	bath	
風邪薬	かぜぐすり	remedy for a cold	
狸	たぬき	raccoon dog; sly person	
女	おんな	woman; girl	
大変	たいへん	very; hard; awful; serious	
耳	みみ	ear	
平仮名	ひらがな	hiragana	
床屋	とこや	barber; barbershop	
連絡する	れんらくする	to contact	
見る	みる	to see; to look; to try	
聞く	きく	to hear; to listen; to ask	
昼御飯	ひるごはん	lunch	
吹く	ふく	blow; play on a wind instrument	
六分	ろっぷん	six minutes	
九百	きゅうひゃく	nine hundred	
～なんです	～なんです	it is assuredly that ...; can say with confidence that	
美しい	うつくしい	beautiful	
留学生	りゅうがくせい	overseas student; exchange student	
赤	あか	red; crimson	
分	ぶん	amount; part; share	
二才	にさい	two years old	
熱い	あつい	hot (objects)	
十七日	じゅうしちにち	the seventeenth (day)	
暗い	くらい	dark; dreary; shadowy	
いらっしゃい	いらっしゃい	Please come in!; Welcome!	
電話	でんわ	telephone; phone call	
お弁当	おべんとう	bento; boxed lunch (honorific)	
丈夫	じょうぶ	healthy; robust; strong; durable	
背中	せなか	back (of body)	
店	みせ	shop; store	
車	くるま	car	
泥	どろ	mud	
行	ぎょう	line (i.e. text); row	
二週間前	にしゅうかんまえ	two weeks ago	
雨が降る	あめがふる	to rain	
主に	おもに	mainly; mostly	
丁度	ちょうど	exactly; precisely; just	
守る	まもる	to protect; to observe; to abide (by the rules)	
何	なに,なん	what; which; how many	
肉	にく	flesh; meat	
花	はな	flower; blossom	
並べる	ならべる	line up; display; set up	
探す	さがす	search for; look for	
鳴く	なく	cry; chirp; meow	
